source,target,weight
260 W,85 W,1
260 W,145 W,1
260 W,165 W,1
260 W,230 W,1
260 W,205 W,1
260 W,80 W,1
260 W,105 W,1
260 W,215 W,1
260 W,60 W,1
260 W,79 W,1
260 W,200 W,1
260 W,50 W,1
300 W,135 W,1
300 W,270 W,1
300 W,54 W,1
300 W,47 W,1
300 W,43 W,1
300 W,120 W,1
300 W,77 W,1
300 W,245 W,1
300 W,160 W,1
300 W,85 W,1
300 W,145 W,1
300 W,225 W,1
300 W,87 W,1
300 W,165 W,1
300 W,80 W,1
300 W,105 W,1
300 W,60 W,1
300 W,52 W,1
300 W,50 W,1
80 W,270 W,1
80 W,125 W,1
80 W,33.4 W,1
80 W,19 W,3
80 W,105 W,5
80 W,60 W,5
80 W,200 W,1
80 W,135 W,3
80 W,54 W,2
80 W,43 W,1
80 W,120 W,4
80 W,28.9 W,1
80 W,77 W,2
80 W,55.5 W,1
80 W,160 W,2
80 W,66.8 W,1
80 W,145 W,2
80 W,34.8 W,1
80 W,32.1 W,1
80 W,66 W,1
80 W,87 W,3
80 W,24.4 W,1
80 W,165 W,2
80 W,215 W,1
80 W,136 W,1
80 W,8.3 W,1
80 W,47 W,2
80 W,72 W,2
80 W,173 W,1
80 W,245 W,2
80 W,85 W,4
80 W,74 W,1
80 W,52.8 W,1
80 W,205 W,1
80 W,23.8 W,1
80 W,79 W,1
80 W,92 W,1
80 W,52 W,1
80 W,50 W,5
80 W,63.5 W,1
80 W,48 W,2
80 W,225 W,1
80 W,27.8 W,1
80 W,230 W,1
80 W,44 W,2
80 W,58.3 W,1
47 W,270 W,1
47 W,72 W,1
47 W,125 W,1
47 W,173 W,1
47 W,245 W,2
47 W,19 W,1
47 W,85 W,2
47 W,205 W,1
47 W,105 W,2
47 W,60 W,2
47 W,79 W,1
47 W,200 W,1
47 W,52 W,1
47 W,50 W,2
47 W,135 W,2
47 W,54 W,2
47 W,43 W,1
47 W,120 W,2
47 W,77 W,1
47 W,160 W,2
47 W,145 W,2
47 W,225 W,1
47 W,87 W,1
47 W,165 W,2
47 W,230 W,1
47 W,215 W,1
72 W,56 W,1
72 W,25.4 W,1
72 W,125 W,1
72 W,33.4 W,1
72 W,19 W,2
72 W,17.6 W,1
72 W,65.8 W,1
72 W,26.7 W,1
72 W,105 W,1
72 W,16.5 W,1
72 W,60 W,2
72 W,23.3 W,1
72 W,21.3 W,1
72 W,200 W,1
72 W,19.2 W,1
72 W,29.6 W,1
72 W,135 W,1
72 W,54 W,1
72 W,18.8 W,1
72 W,120 W,1
72 W,28.9 W,1
72 W,77 W,1
72 W,55.5 W,1
72 W,160 W,1
72 W,66.8 W,1
72 W,145 W,1
72 W,34.8 W,1
72 W,32.1 W,1
72 W,66 W,1
72 W,87 W,1
72 W,165 W,1
72 W,24.4 W,1
72 W,215 W,1
72 W,27.4 W,1
72 W,59.2 W,1
72 W,8.3 W,1
72 W,173 W,1
72 W,245 W,1
72 W,85 W,2
72 W,74 W,1
72 W,23.6 W,1
72 W,52.8 W,1
72 W,205 W,1
72 W,23.8 W,1
72 W,79 W,1
72 W,20.6 W,1
72 W,92 W,1
72 W,50 W,1
72 W,63.5 W,1
72 W,48 W,1
72 W,27.8 W,1
72 W,230 W,1
72 W,68 W,1
72 W,25.7 W,1
72 W,77.5 W,1
72 W,58.3 W,1
135 W,270 W,1
135 W,125 W,1
135 W,173 W,1
135 W,245 W,2
135 W,19 W,1
135 W,85 W,2
135 W,205 W,1
135 W,105 W,3
135 W,60 W,3
135 W,79 W,1
135 W,200 W,1
135 W,52 W,1
135 W,50 W,3
135 W,54 W,2
135 W,110 W,1
135 W,43 W,1
135 W,120 W,2
135 W,77 W,1
135 W,160 W,2
135 W,145 W,2
135 W,225 W,1
135 W,129 W,1
135 W,87 W,2
135 W,165 W,3
135 W,230 W,1
135 W,215 W,1
85 W,270 W,1
85 W,125 W,1
85 W,33.4 W,1
85 W,19 W,2
85 W,105 W,3
85 W,60 W,4
85 W,200 W,1
85 W,54 W,2
85 W,43 W,1
85 W,120 W,3
85 W,28.9 W,1
85 W,77 W,2
85 W,55.5 W,1
85 W,160 W,2
85 W,66.8 W,1
85 W,145 W,2
85 W,34.8 W,1
85 W,32.1 W,1
85 W,66 W,1
85 W,87 W,2
85 W,165 W,2
85 W,24.4 W,1
85 W,215 W,1
85 W,136 W,1
85 W,8.3 W,1
85 W,173 W,1
85 W,245 W,2
85 W,74 W,1
85 W,52.8 W,1
85 W,205 W,1
85 W,23.8 W,1
85 W,79 W,1
85 W,92 W,1
85 W,52 W,1
85 W,50 W,3
85 W,63.5 W,1
85 W,48 W,2
85 W,225 W,1
85 W,27.8 W,1
85 W,230 W,1
85 W,44 W,1
85 W,58.3 W,1
50 W,270 W,1
50 W,125 W,1
50 W,173 W,1
50 W,245 W,2
50 W,19 W,2
50 W,205 W,1
50 W,105 W,5
50 W,60 W,4
50 W,79 W,1
50 W,200 W,1
50 W,52 W,1
50 W,54 W,2
50 W,43 W,1
50 W,120 W,4
50 W,77 W,1
50 W,160 W,2
50 W,48 W,1
50 W,145 W,2
50 W,225 W,1
50 W,87 W,2
50 W,165 W,2
50 W,230 W,1
50 W,215 W,1
50 W,44 W,2
50 W,136 W,1
105 W,270 W,1
105 W,125 W,1
105 W,173 W,1
105 W,245 W,2
105 W,19 W,2
105 W,205 W,1
105 W,60 W,4
105 W,79 W,1
105 W,200 W,1
105 W,52 W,1
105 W,54 W,2
105 W,43 W,1
105 W,120 W,4
105 W,77 W,1
105 W,160 W,2
105 W,48 W,1
105 W,145 W,2
105 W,225 W,1
105 W,87 W,2
105 W,165 W,2
105 W,230 W,1
105 W,215 W,1
105 W,44 W,2
105 W,136 W,1
120 W,270 W,1
120 W,125 W,1
120 W,173 W,1
120 W,245 W,2
120 W,19 W,2
120 W,205 W,1
120 W,60 W,3
120 W,79 W,1
120 W,200 W,1
120 W,52 W,1
120 W,54 W,2
120 W,43 W,1
120 W,77 W,1
120 W,160 W,2
120 W,48 W,1
120 W,145 W,2
120 W,225 W,1
120 W,87 W,1
120 W,165 W,2
120 W,230 W,1
120 W,215 W,1
120 W,44 W,2
120 W,136 W,1
160 W,270 W,1
160 W,125 W,1
160 W,173 W,1
160 W,245 W,2
160 W,19 W,1
160 W,205 W,1
160 W,60 W,2
160 W,79 W,1
160 W,200 W,1
160 W,52 W,1
160 W,54 W,2
160 W,43 W,1
160 W,77 W,1
160 W,145 W,2
160 W,225 W,1
160 W,87 W,1
160 W,165 W,2
160 W,230 W,1
160 W,215 W,1
145 W,270 W,1
145 W,125 W,1
145 W,173 W,1
145 W,245 W,2
145 W,19 W,1
145 W,205 W,1
145 W,60 W,2
145 W,79 W,1
145 W,200 W,1
145 W,52 W,1
145 W,54 W,2
145 W,43 W,1
145 W,77 W,1
145 W,225 W,1
145 W,87 W,1
145 W,165 W,2
145 W,230 W,1
145 W,215 W,1
52 W,270 W,1
52 W,54 W,1
52 W,43 W,1
52 W,77 W,1
52 W,245 W,1
52 W,225 W,1
52 W,87 W,1
52 W,165 W,1
52 W,60 W,1
60 W,270 W,1
60 W,125 W,1
60 W,33.4 W,1
60 W,19 W,2
60 W,200 W,1
60 W,54 W,2
60 W,43 W,1
60 W,28.9 W,1
60 W,77 W,2
60 W,55.5 W,1
60 W,66.8 W,1
60 W,32.1 W,1
60 W,34.8 W,1
60 W,66 W,1
60 W,87 W,3
60 W,24.4 W,1
60 W,165 W,2
60 W,215 W,1
60 W,136 W,1
60 W,8.3 W,1
60 W,173 W,1
60 W,245 W,2
60 W,74 W,1
60 W,52.8 W,1
60 W,205 W,1
60 W,23.8 W,1
60 W,79 W,1
60 W,92 W,1
60 W,63.5 W,1
60 W,48 W,2
60 W,225 W,1
60 W,27.8 W,1
60 W,230 W,1
60 W,44 W,1
60 W,58.3 W,1
79 W,54 W,1
79 W,125 W,1
79 W,173 W,1
79 W,245 W,1
79 W,19 W,1
79 W,165 W,1
79 W,230 W,1
79 W,205 W,1
79 W,215 W,1
79 W,200 W,1
77 W,270 W,1
77 W,33.4 W,1
77 W,19 W,1
77 W,54 W,1
77 W,43 W,1
77 W,28.9 W,1
77 W,55.5 W,1
77 W,66.8 W,1
77 W,34.8 W,1
77 W,32.1 W,1
77 W,66 W,1
77 W,87 W,2
77 W,165 W,1
77 W,24.4 W,1
77 W,8.3 W,1
77 W,245 W,1
77 W,74 W,1
77 W,52.8 W,1
77 W,23.8 W,1
77 W,92 W,1
77 W,63.5 W,1
77 W,48 W,1
77 W,225 W,1
77 W,27.8 W,1
77 W,58.3 W,1
87 W,270 W,1
87 W,33.4 W,1
87 W,19 W,1
87 W,54 W,1
87 W,43 W,1
87 W,28.9 W,1
87 W,55.5 W,1
87 W,66.8 W,1
87 W,34.8 W,1
87 W,32.1 W,1
87 W,66 W,1
87 W,165 W,1
87 W,24.4 W,1
87 W,8.3 W,1
87 W,245 W,1
87 W,74 W,1
87 W,52.8 W,1
87 W,23.8 W,1
87 W,92 W,1
87 W,63.5 W,1
87 W,48 W,1
87 W,225 W,1
87 W,27.8 W,1
87 W,58.3 W,1
110 W,129 W,1
110 W,165 W,1
74 W,33.4 W,1
74 W,19 W,1
74 W,52.8 W,1
74 W,23.8 W,1
74 W,92 W,1
74 W,63.5 W,1
74 W,28.9 W,1
74 W,55.5 W,1
74 W,66.8 W,1
74 W,48 W,1
74 W,32.1 W,1
74 W,34.8 W,1
74 W,66 W,1
74 W,27.8 W,1
74 W,24.4 W,1
74 W,58.3 W,1
74 W,8.3 W,1
66 W,33.4 W,1
66 W,19 W,1
66 W,52.8 W,1
66 W,23.8 W,1
66 W,92 W,1
66 W,63.5 W,1
66 W,28.9 W,1
66 W,55.5 W,1
66 W,66.8 W,1
66 W,48 W,1
66 W,32.1 W,1
66 W,34.8 W,1
66 W,27.8 W,1
66 W,24.4 W,1
66 W,58.3 W,1
66 W,8.3 W,1
92 W,33.4 W,1
92 W,19 W,1
92 W,52.8 W,1
92 W,23.8 W,1
92 W,63.5 W,1
92 W,28.9 W,1
92 W,55.5 W,1
92 W,66.8 W,1
92 W,48 W,1
92 W,32.1 W,1
92 W,34.8 W,1
92 W,27.8 W,1
92 W,24.4 W,1
92 W,58.3 W,1
92 W,8.3 W,1
77.5 W,18.8 W,1
77.5 W,56 W,1
77.5 W,25.4 W,1
77.5 W,19.2 W,1
77.5 W,23.6 W,1
77.5 W,17.6 W,1
77.5 W,65.8 W,1
77.5 W,26.7 W,1
77.5 W,68 W,1
77.5 W,16.5 W,1
77.5 W,25.7 W,1
77.5 W,27.4 W,1
77.5 W,23.3 W,1
77.5 W,21.3 W,1
77.5 W,59.2 W,1
77.5 W,20.6 W,1
77.5 W,29.6 W,1
29.6 W,18.8 W,1
29.6 W,56 W,1
29.6 W,25.4 W,1
29.6 W,19.2 W,1
29.6 W,23.6 W,1
29.6 W,17.6 W,1
29.6 W,65.8 W,1
29.6 W,26.7 W,1
29.6 W,68 W,1
29.6 W,16.5 W,1
29.6 W,25.7 W,1
29.6 W,27.4 W,1
29.6 W,23.3 W,1
29.6 W,21.3 W,1
29.6 W,59.2 W,1
29.6 W,20.6 W,1
65.8 W,18.8 W,1
65.8 W,56 W,1
65.8 W,25.4 W,1
65.8 W,19.2 W,1
65.8 W,23.6 W,1
65.8 W,17.6 W,1
65.8 W,26.7 W,1
65.8 W,68 W,1
65.8 W,16.5 W,1
65.8 W,25.7 W,1
65.8 W,27.4 W,1
65.8 W,23.3 W,1
65.8 W,21.3 W,1
65.8 W,59.2 W,1
65.8 W,20.6 W,1
27.4 W,18.8 W,1
27.4 W,56 W,1
27.4 W,25.4 W,1
27.4 W,19.2 W,1
27.4 W,23.6 W,1
27.4 W,17.6 W,1
27.4 W,26.7 W,1
27.4 W,68 W,1
27.4 W,16.5 W,1
27.4 W,25.7 W,1
27.4 W,23.3 W,1
27.4 W,21.3 W,1
27.4 W,59.2 W,1
27.4 W,20.6 W,1
25.4 W,18.8 W,1
25.4 W,56 W,1
25.4 W,19.2 W,1
25.4 W,23.6 W,1
25.4 W,17.6 W,1
25.4 W,26.7 W,1
25.4 W,68 W,1
25.4 W,16.5 W,1
25.4 W,25.7 W,1
25.4 W,23.3 W,1
25.4 W,21.3 W,1
25.4 W,59.2 W,1
25.4 W,20.6 W,1
39.5 W,21.7 W,1
39.5 W,24.1 W,1
39.5 W,28.3 W,1
39.5 W,44 W,1
39.5 W,36.2 W,1
39.5 W,19.7 W,1
39.5 W,17.8 W,1
39.5 W,23.7 W,1
39.5 W,36 W,1
68 W,18.8 W,1
68 W,56 W,1
68 W,19.2 W,1
68 W,23.6 W,1
68 W,17.6 W,1
68 W,26.7 W,1
68 W,16.5 W,1
68 W,25.7 W,1
68 W,23.3 W,1
68 W,21.3 W,1
68 W,59.2 W,1
68 W,20.6 W,1
129 W,165 W,1
23.3 W,18.8 W,1
23.3 W,56 W,1
23.3 W,19.2 W,1
23.3 W,23.6 W,1
23.3 W,17.6 W,1
23.3 W,26.7 W,1
23.3 W,16.5 W,1
23.3 W,25.7 W,1
23.3 W,21.3 W,1
23.3 W,59.2 W,1
23.3 W,20.6 W,1
59.2 W,18.8 W,1
59.2 W,56 W,1
59.2 W,19.2 W,1
59.2 W,23.6 W,1
59.2 W,17.6 W,1
59.2 W,26.7 W,1
59.2 W,16.5 W,1
59.2 W,25.7 W,1
59.2 W,21.3 W,1
59.2 W,20.6 W,1
165 W,270 W,1
165 W,125 W,1
165 W,173 W,1
165 W,245 W,2
165 W,19 W,1
165 W,205 W,1
165 W,200 W,1
165 W,54 W,2
165 W,43 W,1
165 W,225 W,1
165 W,230 W,1
165 W,215 W,1
21.3 W,18.8 W,1
21.3 W,56 W,1
21.3 W,19.2 W,1
21.3 W,23.6 W,1
21.3 W,17.6 W,1
21.3 W,26.7 W,1
21.3 W,16.5 W,1
21.3 W,25.7 W,1
21.3 W,20.6 W,1
36 W,21.7 W,1
36 W,24.1 W,1
36 W,28.3 W,1
36 W,44 W,1
36 W,36.2 W,1
36 W,19.7 W,1
36 W,17.8 W,1
36 W,23.7 W,1
48 W,33.4 W,1
48 W,19 W,1
48 W,52.8 W,1
48 W,23.8 W,1
48 W,63.5 W,1
48 W,28.9 W,1
48 W,55.5 W,1
48 W,66.8 W,1
48 W,32.1 W,1
48 W,34.8 W,1
48 W,27.8 W,1
48 W,24.4 W,1
48 W,44 W,1
48 W,136 W,1
48 W,58.3 W,1
48 W,8.3 W,1
19.2 W,18.8 W,1
19.2 W,56 W,1
19.2 W,23.6 W,1
19.2 W,17.6 W,1
19.2 W,26.7 W,1
19.2 W,16.5 W,1
19.2 W,25.7 W,1
19.2 W,20.6 W,1
36.2 W,21.7 W,1
36.2 W,24.1 W,1
36.2 W,28.3 W,1
36.2 W,44 W,1
36.2 W,19.7 W,1
36.2 W,17.8 W,1
36.2 W,23.7 W,1
44 W,21.7 W,1
44 W,24.1 W,1
44 W,19 W,1
44 W,17.8 W,1
44 W,23.7 W,1
44 W,28.3 W,1
44 W,19.7 W,1
44 W,136 W,1
56 W,18.8 W,1
56 W,23.6 W,1
56 W,17.6 W,1
56 W,26.7 W,1
56 W,16.5 W,1
56 W,25.7 W,1
56 W,20.6 W,1
225 W,270 W,1
225 W,54 W,1
225 W,43 W,1
225 W,245 W,1
245 W,270 W,1
245 W,125 W,1
245 W,173 W,1
245 W,19 W,1
245 W,205 W,1
245 W,200 W,1
245 W,54 W,2
245 W,43 W,1
245 W,230 W,1
245 W,215 W,1
270 W,54 W,1
270 W,43 W,1
230 W,54 W,1
230 W,125 W,1
230 W,173 W,1
230 W,19 W,1
230 W,205 W,1
230 W,215 W,1
230 W,200 W,1
215 W,54 W,1
215 W,125 W,1
215 W,173 W,1
215 W,19 W,1
215 W,205 W,1
215 W,200 W,1
43 W,54 W,1
54 W,125 W,1
54 W,173 W,1
54 W,19 W,1
54 W,205 W,1
54 W,200 W,1
19 W,125 W,1
19 W,33.4 W,1
19 W,200 W,1
19 W,28.9 W,1
19 W,55.5 W,1
19 W,66.8 W,1
19 W,34.8 W,1
19 W,32.1 W,1
19 W,24.4 W,1
19 W,8.3 W,1
19 W,173 W,1
19 W,52.8 W,1
19 W,205 W,1
19 W,23.8 W,1
19 W,63.5 W,1
19 W,27.8 W,1
19 W,58.3 W,1
8.3 W,33.4 W,1
8.3 W,52.8 W,1
8.3 W,23.8 W,1
8.3 W,63.5 W,1
8.3 W,28.9 W,1
8.3 W,55.5 W,1
8.3 W,66.8 W,1
8.3 W,32.1 W,1
8.3 W,34.8 W,1
8.3 W,27.8 W,1
8.3 W,24.4 W,1
8.3 W,58.3 W,1
20.6 W,18.8 W,1
20.6 W,23.6 W,1
20.6 W,17.6 W,1
20.6 W,26.7 W,1
20.6 W,16.5 W,1
20.6 W,25.7 W,1
23.6 W,18.8 W,1
23.6 W,17.6 W,1
23.6 W,26.7 W,1
23.6 W,16.5 W,1
23.6 W,25.7 W,1
66.8 W,33.4 W,1
66.8 W,52.8 W,1
66.8 W,23.8 W,1
66.8 W,63.5 W,1
66.8 W,28.9 W,1
66.8 W,55.5 W,1
66.8 W,32.1 W,1
66.8 W,34.8 W,1
66.8 W,27.8 W,1
66.8 W,24.4 W,1
66.8 W,58.3 W,1
34.8 W,33.4 W,1
34.8 W,52.8 W,1
34.8 W,23.8 W,1
34.8 W,63.5 W,1
34.8 W,28.9 W,1
34.8 W,55.5 W,1
34.8 W,32.1 W,1
34.8 W,27.8 W,1
34.8 W,24.4 W,1
34.8 W,58.3 W,1
18.8 W,17.6 W,1
18.8 W,26.7 W,1
18.8 W,16.5 W,1
18.8 W,25.7 W,1
26.7 W,17.6 W,1
26.7 W,16.5 W,1
26.7 W,25.7 W,1
16.5 W,17.6 W,1
16.5 W,25.7 W,1
17.6 W,25.7 W,1
58.3 W,33.4 W,1
58.3 W,52.8 W,1
58.3 W,23.8 W,1
58.3 W,63.5 W,1
58.3 W,28.9 W,1
58.3 W,55.5 W,1
58.3 W,32.1 W,1
58.3 W,27.8 W,1
58.3 W,24.4 W,1
28.3 W,21.7 W,1
28.3 W,24.1 W,1
28.3 W,19.7 W,1
28.3 W,17.8 W,1
28.3 W,23.7 W,1
55.5 W,33.4 W,1
55.5 W,52.8 W,1
55.5 W,23.8 W,1
55.5 W,63.5 W,1
55.5 W,28.9 W,1
55.5 W,32.1 W,1
55.5 W,27.8 W,1
55.5 W,24.4 W,1
52.8 W,33.4 W,1
52.8 W,23.8 W,1
52.8 W,63.5 W,1
52.8 W,28.9 W,1
52.8 W,32.1 W,1
52.8 W,27.8 W,1
52.8 W,24.4 W,1
33.4 W,23.8 W,1
33.4 W,63.5 W,1
33.4 W,28.9 W,1
33.4 W,32.1 W,1
33.4 W,27.8 W,1
33.4 W,24.4 W,1
24.1 W,21.7 W,1
24.1 W,19.7 W,1
24.1 W,17.8 W,1
24.1 W,23.7 W,1
32.1 W,23.8 W,1
32.1 W,63.5 W,1
32.1 W,28.9 W,1
32.1 W,27.8 W,1
32.1 W,24.4 W,1
23.7 W,21.7 W,1
23.7 W,19.7 W,1
23.7 W,17.8 W,1
24.4 W,23.8 W,1
24.4 W,63.5 W,1
24.4 W,28.9 W,1
24.4 W,27.8 W,1
28.9 W,23.8 W,1
28.9 W,63.5 W,1
28.9 W,27.8 W,1
21.7 W,19.7 W,1
21.7 W,17.8 W,1
23.8 W,63.5 W,1
23.8 W,27.8 W,1
63.5 W,27.8 W,1
19.7 W,17.8 W,1
125 W,173 W,1
125 W,205 W,1
125 W,200 W,1
200 W,173 W,1
200 W,205 W,1
205 W,173 W,1
